"","theaters","reviews","series","budget","studio","boxoffice_earnings"
"39",1017,10,1,35.3879046963192,"warner_bros",10295.3423553646
"40",1015,6,1,24.0686195644894,"warner_bros",10298.2159693268
"41",980,5,1,40.3224854274858,"warner_bros",9919.27131924549
"42",990,8,0,70.3612897011659,"warner_bros",10051.8958690713
"43",1038,10,0,69.5594876988962,"warner_bros",10604.4544851785
"44",1009,10,0,59.3063338658583,"warner_bros",10321.8665312261
"45",1024,10,0,14.5407689780718,"warner_bros",10590.9405818746
"46",1025,5,0,31.3827743482398,"warner_bros",10405.879966309
"47",976,1,0,63.0811876183274,"warner_bros",9802.37240864411
"48",1045,10,0,64.686904827783,"warner_bros",10751.8241569213
"49",977,3,0,48.1897420745937,"warner_bros",9881.35235078719
"50",1007,2,1,55.0154625204662,"warner_bros",10084.8429700934
"51",1045,4,0,7.54684897029334,"warner_bros",10536.2650353418
"52",1038,3,0,56.6642333827392,"warner_bros",10468.3075692802
"53",1004,4,0,59.9727430405525,"warner_bros",10226.0186474444
"54",1002,4,0,20.5766612399778,"warner_bros",10256.456272016
"55",1023,6,0,70.5300251537104,"warner_bros",10384.8528992314
"56",1021,10,0,7.91986318403731,"warner_bros",10421.0537977416
"57",893,9,0,49.6892317951585,"warner_bros",9190.21431699789
"58",1040,10,1,55.8716388377952,"warner_bros",10550.6995552265
"59",1007,7,0,59.4000705767825,"warner_bros",10226.6077870124
"60",1042,9,0,80.2254144752718,"warner_bros",10575.9401517396
"61",991,9,0,48.3318950708457,"warner_bros",10089.5889922607
"62",1007,5,0,59.5434683887246,"warner_bros",10214.1904420737
"63",984,10,0,73.1748816189088,"warner_bros",10069.7986541365
"64",1000,4,1,54.3707466790557,"warner_bros",10039.4916744947
"65",980,3,0,54.2191702131544,"warner_bros",9968.30071986673
"66",1053,8,0,-6.33582220338418,"warner_bros",10761.8924064637
"67",1014,1,1,36.2130895274169,"warner_bros",10275.5928440466
"68",995,5,0,35.6053871735777,"warner_bros",10030.5745298219
"69",1052,3,1,58.772621993958,"warner_bros",10550.9881776908
"70",1018,3,0,27.4881635168268,"warner_bros",10263.7562529733
"71",1016,10,0,66.6785172508015,"warner_bros",10390.4003316592
"72",964,0,0,75.379162908749,"warner_bros",9709.92439171703
"73",994,8,0,43.5604518107189,"warner_bros",10221.902080436
"74",934,4,0,64.4299726305056,"warner_bros",9519.64945993985
"75",1049,5,0,14.0231521889341,"warner_bros",10605.2903202134
"76",1049,3,0,69.97090324475,"warner_bros",10588.0721935379
"77",969,0,0,67.6766121513057,"warner_bros",9794.06170148355
"78",1005,10,0,44.5624565302676,"warner_bros",10297.4124295553
"79",1051,6,0,32.4258860848902,"warner_bros",10639.263787809
"80",1055,1,1,92.9473840736776,"warner_bros",10572.3574499451
"81",970,7,1,58.5269598309288,"warner_bros",9830.80951047859
"82",1055,5,0,68.2891729628373,"warner_bros",10653.8651721343
"83",1017,5,0,67.2510629775993,"warner_bros",10364.6746426526
"84",990,8,0,83.8942059839051,"warner_bros",10057.9382629964
"85",1001,10,0,52.9753581317066,"warner_bros",10183.3694973432
"86",1013,8,0,51.5590564711146,"warner_bros",10372.6577896464
"87",986,1,0,53.8457679346183,"warner_bros",9855.82077631624
"88",954,4,0,79.0763410383131,"warner_bros",9642.8927618126
"89",904,4,0,52.41204199622,"warner_bros",9157.71093916217
"90",1012,1,0,59.8921910447344,"warner_bros",10148.2309707535
"91",1027,7,0,31.5065090607798,"warner_bros",10426.4767489415
"92",1014,10,0,53.0128641126618,"warner_bros",10409.1827983406
"93",1003,8,0,70.8976426656159,"warner_bros",10133.6056606448
"94",999,6,0,55.7563238345339,"warner_bros",10168.1585686494
"95",939,1,0,46.3674713165841,"warner_bros",9538.01688044713
"96",975,5,0,21.8913945578922,"warner_bros",9890.88699671365
"97",1006,10,0,48.7379064077065,"warner_bros",10257.9115130296
"98",976,10,0,47.3432561719959,"warner_bros",9925.05722374885
"99",1008,9,0,53.4243725417018,"warner_bros",10328.4501484046
"100",1023,7,0,39.3858679461857,"warner_bros",10362.1591059853
"101",1002,10,0,30.7155171088488,"warner_bros",10190.5134138679
"102",984,5,0,-4.11609375775729,"warner_bros",9942.26453147952
"103",959,9,0,56.0286704041169,"warner_bros",9843.66340021375
"104",951,6,0,50.1475066121472,"warner_bros",9680.14405002798
"105",979,3,0,88.2422957433755,"warner_bros",9830.65885148841
"106",972,10,0,26.1994860127192,"warner_bros",9919.59216257721
"107",1020,4,0,29.9250833545225,"warner_bros",10387.5329790359
"108",1012,4,0,42.4719421939403,"warner_bros",10270.9342664918
"109",972,0,1,78.3674490631064,"warner_bros",9840.73499959216
"110",1013,10,0,34.4128049862356,"warner_bros",10439.5795956241
"111",951,7,0,29.6751477252996,"warner_bros",9651.82288628964
"112",986,5,0,50.5551924174777,"warner_bros",10018.6823014497
"113",938,5,0,42.9582523659361,"warner_bros",9462.30425487277
"114",992,5,0,30.4274392941824,"warner_bros",10021.1940941414
"115",1023,1,0,87.8866639052646,"warner_bros",10264.3109062693
"116",1052,2,0,58.8790089378073,"warner_bros",10617.2261142682
"117",959,0,0,64.4502261621885,"warner_bros",9627.32971315259
"118",1015,10,0,45.0138379086834,"warner_bros",10316.3109634702
"119",1002,0,0,32.7311161001173,"warner_bros",10008.5932346149
"120",1029,3,0,62.0520636187266,"warner_bros",10325.7979016111
"121",972,3,0,54.4385573324775,"warner_bros",9850.33998332864
"122",1044,9,0,28.3265778003825,"warner_bros",10712.1534225999
"123",990,2,0,57.8822470579018,"warner_bros",9982.13968561984
"124",934,8,1,56.1660275041948,"warner_bros",9578.60673680645
"125",1022,5,0,43.6989492608153,"warner_bros",10374.6502063231
"126",966,8,0,68.424022253239,"warner_bros",9915.0084167731
"127",987,1,0,49.3127980746728,"warner_bros",9897.0187889082
"128",1047,2,0,51.8397397197375,"warner_bros",10583.2978035001
"129",1044,4,0,7.50476963302456,"warner_bros",10590.116899544
"130",1000,6,0,-1.42488756250329,"warner_bros",10182.1804250374
"131",984,0,0,19.9439332402956,"warner_bros",9904.76727543791
"132",972,0,0,26.0578007621969,"warner_bros",9659.50398341349
"133",997,8,1,76.1824169285992,"warner_bros",10172.5412021852
"134",1008,5,0,61.0888289542024,"warner_bros",10194.7442817371
"135",992,4,0,80.3769019904479,"warner_bros",10041.5779026
"136",964,7,0,43.0968157116974,"warner_bros",9825.06441122649
"137",1082,5,0,31.6082493038806,"warner_bros",10895.4611802651
"138",972,6,0,58.051140410958,"warner_bros",9897.60374036397
"139",1025,6,0,36.6519256115935,"warner_bros",10360.2832131913
"140",983,10,0,26.5968614108785,"warner_bros",10042.1054992522
"141",990,9,0,51.392099074254,"warner_bros",10035.4826064652
"142",1021,7,0,25.6170393491843,"warner_bros",10287.2133851574
"143",1019,9,0,21.5220305948105,"warner_bros",10335.9609523678
"144",1017,2,0,9.82013334356242,"warner_bros",10362.4106905376
"145",953,10,0,56.0403563058749,"warner_bros",9762.60602131679
"146",1020,5,0,46.2027017711939,"warner_bros",10423.6742268375
"147",1024,8,0,38.4337921105521,"warner_bros",10400.2174715311
"148",1017,5,0,52.448851925796,"warner_bros",10354.0773066533
"149",1011,4,0,15.5775441927097,"warner_bros",10255.0528027633
"150",1007,5,0,39.6790252760292,"warner_bros",10237.6205089653
"151",999,4,0,63.6859733129462,"warner_bros",10137.3382853073
"152",980,7,0,76.7019148777163,"warner_bros",10027.8311940902
"153",969,7,0,57.7466553252926,"warner_bros",9913.95401174063
"154",952,3,0,27.3199565746128,"warner_bros",9601.39574101707
"155",974,9,0,75.4166785758409,"warner_bros",9912.08652460568
"156",1021,10,0,78.6184622045871,"warner_bros",10440.1236591244
"157",1004,2,0,35.4866781537504,"warner_bros",10196.2134153619
"158",980,9,0,68.1050004048216,"warner_bros",10018.1984990225
"159",1016,5,0,69.012393713269,"warner_bros",10385.7353008827
"160",999,5,0,16.8295491227717,"warner_bros",10216.1048062805
"161",1005,1,0,85.1793212718327,"warner_bros",10196.6733572354
"162",994,5,1,43.0231713583472,"warner_bros",10023.9797080654
"163",999,2,0,40.664241654811,"warner_bros",10084.6039145763
"164",1070,9,0,60.863592399625,"warner_bros",10865.1079972656
"165",999,0,0,45.0258886179979,"warner_bros",10057.5687133898
"166",996,2,1,3.66481751131833,"warner_bros",9982.9439801485
"167",1059,3,0,50.9987685795657,"warner_bros",10748.5597154137
"168",1000,7,0,27.5605980261466,"warner_bros",10241.1116507387
"169",971,2,0,42.7995506241096,"warner_bros",9821.46185826662
"170",1060,3,0,71.8810803488244,"warner_bros",10813.8114994944
"171",1015,8,0,29.4691972061607,"warner_bros",10289.2788352102
"172",992,3,1,39.7644558719986,"warner_bros",10076.8901655096
"173",1005,8,0,37.6997819496414,"warner_bros",10175.644935807
"174",980,7,0,48.5838560352551,"warner_bros",9963.60764289706
"175",995,7,1,24.4035576514789,"warner_bros",10121.8179184213
"176",998,3,0,33.060782937002,"warner_bros",10136.7379853056
"177",970,7,0,76.9471081745642,"warner_bros",9913.52896416501
"178",983,2,1,93.1884824764737,"warner_bros",9997.35562119457
"179",1029,0,0,72.3845649665527,"warner_bros",10314.2069018348
"180",998,10,0,51.925483836717,"warner_bros",10190.6483081151
"181",1057,6,0,45.1174170248038,"warner_bros",10710.1390955375
"182",988,5,0,34.3962245281963,"warner_bros",10010.3940299564
"183",1026,0,0,36.6524033207532,"warner_bros",10373.3144191304
"184",956,3,1,37.5320303247274,"warner_bros",9618.4993970828
"185",1013,6,0,78.2968980939326,"warner_bros",10317.5572683117
"186",988,3,0,85.526344134967,"warner_bros",10013.1550208393
"187",1014,8,0,51.5821660171838,"warner_bros",10354.9195797005
"188",970,1,1,21.829661423037,"warner_bros",9773.46450806574
"189",1009,4,0,39.5965149759882,"warner_bros",10265.7306362051
"190",960,1,0,54.803410792912,"warner_bros",9716.34260687949
"191",972,4,0,66.3012400815504,"warner_bros",9790.9614394246
"192",986,8,0,35.4629183554404,"warner_bros",10049.1025633056
"193",1017,5,0,47.590325411576,"warner_bros",10353.9599984821
"194",977,8,0,66.8549981537309,"warner_bros",9944.97104968121
"195",1030,3,0,70.7089912961524,"warner_bros",10470.0561243666
"196",988,10,0,67.4990359895267,"warner_bros",10065.8347405942
"197",966,5,0,62.4567177728209,"warner_bros",9805.15572719075
"198",958,10,0,85.1616844226727,"warner_bros",9837.36378635707
"199",983,8,0,45.2498177193975,"warner_bros",10073.7985725077
"200",911,3,0,28.0757640478241,"warner_bros",9287.16877605428
"201",1034,10,0,81.9511598881087,"warner_bros",10555.7680425865
"202",1027,0,0,62.1555459493182,"warner_bros",10402.1185949288
"203",1010,6,0,43.2097835388779,"warner_bros",10253.985975654
"204",1032,1,0,53.2798371925688,"warner_bros",10353.2527986912
"205",1039,9,0,36.8055005400634,"warner_bros",10535.6632937113
"206",915,3,0,74.7569896705346,"warner_bros",9327.23098038868
"207",1016,4,0,81.9221634966706,"warner_bros",10313.6510022083
"208",989,10,0,34.3286305358796,"warner_bros",10120.6522056619
"209",983,5,1,33.6508291056873,"warner_bros",9860.9498520158
"210",977,6,0,71.8397085032302,"warner_bros",9867.23954627736
"211",1033,6,0,39.3883584690865,"warner_bros",10538.9291851984
"212",961,5,0,78.0990233315105,"warner_bros",9714.60806456613
"213",1001,9,0,34.406471330676,"warner_bros",10177.8364718426
"214",1038,3,0,25.7663738814804,"warner_bros",10587.1677005493
"215",949,10,0,38.5236636698484,"warner_bros",9765.8117970391
"216",969,0,1,68.2738441649782,"warner_bros",9768.88151455497
"217",963,6,0,70.9964559330868,"warner_bros",9777.9058340909
"218",996,6,0,83.7751785235589,"warner_bros",10143.5168981444
"219",953,7,0,67.7816094603406,"warner_bros",9776.58168212474
"220",1004,0,0,48.2155222647465,"warner_bros",10025.06749124
"221",1034,0,0,82.2887686510626,"warner_bros",10358.0771909797
"222",993,1,0,45.6554115476038,"warner_bros",10048.9898444412
"223",992,7,0,5.23822261881577,"warner_bros",10017.7805388615
"224",989,6,0,61.7674718884892,"warner_bros",10039.2095645294
"225",977,10,0,68.6902205456653,"warner_bros",9957.28502132631
"226",977,5,0,33.0004073479392,"warner_bros",9942.66979361489
"227",965,10,0,39.2524864463024,"warner_bros",9893.99776902935
"228",1013,8,0,56.3021115813966,"warner_bros",10306.4367369486
"229",981,2,0,18.3569113051383,"warner_bros",10010.8073979611
"230",1025,9,0,11.0826381600381,"warner_bros",10440.0565215967
"231",938,3,0,42.5113644557857,"warner_bros",9487.14093752313
"232",976,10,0,60.6917847414015,"warner_bros",9974.06270584701
"233",1021,10,0,35.5782247545053,"warner_bros",10443.1093953207
"234",1003,7,0,74.9309821995,"warner_bros",10175.814701712
"235",965,10,0,53.0614144607075,"warner_bros",9899.86438707741
"236",985,7,0,80.1320385032926,"warner_bros",9976.0768775311
"237",1026,10,0,62.7517643416492,"warner_bros",10551.2041792812
"238",992,6,0,19.0528480230853,"warner_bros",10004.3738445814
"239",1052,2,0,36.677039587257,"warner_bros",10589.6735533947
"240",1014,7,0,45.0973709053284,"warner_bros",10340.5117920378
"241",1050,7,1,33.2903938985456,"warner_bros",10699.9536486322
"242",973,9,0,25.368048210225,"warner_bros",9980.31126108981
"243",992,10,0,53.288975818004,"warner_bros",10154.8804440265
"244",1081,2,0,58.8074021353514,"warner_bros",10962.7672629181
"245",995,7,0,70.4317489800983,"warner_bros",10144.4066089893
"246",1016,0,0,53.5494081115217,"warner_bros",10272.8624775012
"247",1034,8,1,54.8417792139477,"warner_bros",10468.3897495381
"248",957,8,0,39.1581025059952,"warner_bros",9741.88167801297
"249",984,9,0,42.5434014179098,"warner_bros",10051.6491656567
"250",968,3,0,45.3463469388314,"warner_bros",9819.14635331346
"251",992,10,0,3.99928882681111,"warner_bros",10121.1539902209
"252",998,4,0,27.4365604456997,"warner_bros",10104.2302784001
"253",1002,10,0,59.4402775883075,"warner_bros",10299.5394374628
"254",974,7,0,51.152901242989,"warner_bros",9909.06475074322
"255",1016,3,1,60.420450022975,"warner_bros",10292.529360119
"256",1025,10,0,101.137427273098,"warner_bros",10465.9898614509
"257",963,0,0,32.4824094705977,"warner_bros",9768.90626928349
"258",955,9,0,53.715042567683,"warner_bros",9783.90508916741
"259",1054,1,0,61.3290812069474,"warner_bros",10726.0772313929
"260",962,7,0,56.7404450522608,"warner_bros",9796.73541954201
"261",1025,4,0,45.9303492154397,"warner_bros",10441.5523698106
"262",938,7,0,77.310770534206,"warner_bros",9609.92182598309
"263",988,2,0,46.7015003086588,"warner_bros",9933.34757883843
"264",984,4,0,78.2074741938633,"warner_bros",9923.83008810139
"265",1011,8,1,26.6146514044659,"warner_bros",10327.0134002152
"266",1007,10,1,59.944051159163,"warner_bros",10164.5073268896
"267",983,4,0,43.5827017024449,"warner_bros",9930.94724434022
"268",1053,10,0,68.1053355206901,"warner_bros",10816.4511712904
"269",1063,5,0,47.9062400513548,"warner_bros",10746.0694188097
"270",1017,2,1,59.2349994866267,"warner_bros",10305.6040671045
"271",1033,0,0,32.6941492032466,"warner_bros",10378.7051941047
"272",1027,6,0,61.6087923664206,"warner_bros",10424.568338266
"273",943,7,0,50.0782702483513,"warner_bros",9561.18861301414
"274",1018,9,0,14.9571683790648,"warner_bros",10393.7167192498
"275",986,3,0,17.8373777797125,"warner_bros",10096.7415171723
"276",976,6,0,107.480509628868,"warner_bros",9990.49892936497
"277",1008,8,0,83.2940365541732,"warner_bros",10323.2880320564
"278",1016,4,0,39.7141516797584,"warner_bros",10388.1424196071
"279",1037,10,0,24.3669524787163,"warner_bros",10681.4708092926
"280",998,1,0,34.1798631381827,"warner_bros",10149.0016179449
"281",987,5,0,20.3205396888554,"warner_bros",9992.91105371417
"282",960,3,0,24.4884828421399,"warner_bros",9737.0118909967
"283",963,7,0,13.0825731239148,"warner_bros",9796.34617138728
"284",970,7,0,33.8883924537915,"warner_bros",9917.97085363151
"285",1041,10,0,53.4636872701002,"warner_bros",10567.8423644504
"286",1020,5,0,65.4813476993724,"warner_bros",10370.8999095974
"287",968,5,0,21.3240590840903,"warner_bros",9754.93561072349
"288",1001,0,0,24.7415529902103,"warner_bros",10045.3964200271
"289",1024,8,0,54.6936513105512,"warner_bros",10408.7231569369
"290",973,1,0,64.1235699539332,"warner_bros",9813.27691352862
"291",983,9,0,68.6624097034974,"warner_bros",10072.3961127016
"292",955,10,0,33.8234585904407,"warner_bros",9729.39914814474
"293",1060,5,0,75.160906157973,"warner_bros",10726.608863483
"294",978,8,0,50.9283183768077,"warner_bros",10038.8280386561
"295",992,6,0,72.79730927327,"warner_bros",10087.2647440907
"296",985,1,0,31.6869373284045,"warner_bros",10069.254047191
"297",946,5,0,55.5707033864054,"warner_bros",9617.95699459785
"298",1010,9,0,34.3594504630013,"warner_bros",10327.4363035264
"299",1055,10,0,12.6018036150095,"warner_bros",10824.3479974253
"300",996,5,0,29.1471723853533,"warner_bros",10126.1288363784
"301",1002,10,0,100.355923312592,"warner_bros",10315.130598033
"302",999,8,1,56.0697539407328,"warner_bros",10114.8452916224
"303",1001,8,0,38.2499833127395,"warner_bros",10236.1451369084
"304",1002,6,0,35.2487430930787,"warner_bros",10273.2953727049
"305",1006,5,0,65.9730688365439,"warner_bros",10222.803826638
"306",982,3,0,55.7063394488702,"warner_bros",9911.83526831399
"307",1010,5,0,65.9698597334811,"warner_bros",10251.2237613374
"308",996,8,0,44.663740489323,"warner_bros",10132.9455370819
"309",1027,8,0,77.0851204499892,"warner_bros",10426.3888687166
"310",923,8,1,71.5202209966583,"warner_bros",9368.13485352571
"311",976,6,0,40.4270004395088,"warner_bros",9934.29604427785
"312",1041,2,0,48.8712941706401,"warner_bros",10583.4485403865
"313",1005,10,0,67.5741120493182,"warner_bros",10196.6042691719
"314",1029,10,0,49.5296376244239,"warner_bros",10517.4432952947
"315",1008,3,1,57.2805400359832,"warner_bros",10182.021365864
"316",1040,5,0,76.5977516148097,"warner_bros",10504.850075103
"317",998,4,0,68.9978518422056,"warner_bros",10088.7811490371
"318",1006,7,0,26.7010866409333,"warner_bros",10249.9936074953
"319",949,10,0,31.5423267727717,"warner_bros",9773.31451689736
"320",982,3,0,69.0324264701329,"warner_bros",9930.9043662852
"321",989,2,0,89.0981793536413,"warner_bros",9923.14258893973
"322",945,7,0,62.0081790115022,"warner_bros",9680.86732880871
"323",1007,7,1,10.3568799756574,"warner_bros",10237.1467804066
"324",1033,7,1,45.2293724051059,"warner_bros",10516.5237922115
"325",1009,6,0,41.1842463300465,"warner_bros",10301.782644021
"326",1010,4,1,42.3105451685874,"warner_bros",10237.7526745104
"327",955,9,0,58.2518328867991,"warner_bros",9782.59184368532
"328",940,0,0,70.6932646861112,"warner_bros",9487.31264630671
"329",975,4,0,25.3629342480126,"warner_bros",9867.52300169306
"330",1027,0,0,38.4526477142905,"warner_bros",10424.5067425023
"331",974,5,0,74.3260308417156,"warner_bros",9973.44989884776
"332",1047,5,0,8.41444153645673,"warner_bros",10584.1545907991
"333",972,10,0,55.9722938201844,"warner_bros",9946.24860234949
"334",951,2,0,59.1724616258645,"warner_bros",9666.60900294494
"335",1007,3,0,64.3128776990852,"warner_bros",10255.205637347
"336",1007,10,1,92.2670561304624,"warner_bros",10268.736512717
"337",1022,2,0,73.4466475181367,"warner_bros",10296.9541838014
"338",943,9,1,64.40172557515,"warner_bros",9558.95103054896
"339",1021,8,1,55.5421353412415,"warner_bros",10386.9360514605
"340",952,8,0,27.5718739281362,"warner_bros",9802.41935951681
"341",1033,8,0,26.7066449179902,"warner_bros",10552.105164139
"342",1042,9,0,12.6455969644447,"warner_bros",10706.299175741
"343",990,3,0,25.7384422540316,"warner_bros",9953.82033920584
"344",986,7,1,39.4897106793926,"warner_bros",10027.3178248328
"345",1059,10,0,33.1585224868932,"warner_bros",10807.8777358241
"346",996,10,0,40.1445972875232,"warner_bros",10190.4959225693
"347",1066,10,0,41.3914919442678,"warner_bros",10914.467409839
"348",1042,4,0,49.1854911523488,"warner_bros",10510.1364313555
"349",1022,5,0,49.077232812891,"warner_bros",10398.089023075
"350",1028,6,1,44.6543368777342,"warner_bros",10456.6123529367
"351",984,1,0,51.8814024438169,"warner_bros",10017.1037074237
"352",983,0,0,44.1505043603845,"warner_bros",9915.67350224707
"353",993,4,0,43.1818183867993,"warner_bros",10064.9540419445
"354",988,0,0,76.0077303079608,"warner_bros",10014.930019786
"355",992,2,0,66.6977907118755,"warner_bros",9995.72321165311
"356",1036,5,0,69.0775510071394,"warner_bros",10456.6616998226
"357",983,10,0,9.82094853954328,"warner_bros",10064.1898491574
"358",978,7,0,49.9793046710511,"warner_bros",9965.30943475308
"359",987,0,0,48.5263453133561,"warner_bros",10005.4841960876
"360",1031,8,0,41.400162826058,"warner_bros",10431.5608466866
"361",988,10,0,59.7156521421693,"warner_bros",10234.2411912416
"362",1007,6,0,0.958545550520311,"warner_bros",10252.3585473823
"363",985,0,0,26.4613461742613,"warner_bros",9968.36987673852
"364",958,10,0,63.276153098708,"warner_bros",9857.7021968576
"365",1039,9,0,60.5190328528264,"warner_bros",10682.2954096901
"366",980,0,0,39.3936647314791,"warner_bros",9898.42000100297
"367",966,2,0,72.4175836652699,"warner_bros",9803.23562762382
"368",1000,10,0,70.4238765909048,"warner_bros",10180.0212748864
"369",1005,10,0,59.6536509530629,"warner_bros",10185.3205591684
"370",975,7,0,29.8754609114014,"warner_bros",9956.61916914541
"371",1001,1,0,22.6992448746783,"warner_bros",10147.110331507
"372",1034,3,0,46.7347640558037,"warner_bros",10511.1103326794
"373",963,8,0,38.2406400280924,"warner_bros",9873.4280273105
"374",1022,3,0,43.7169316598151,"warner_bros",10305.4647441133
"375",1007,10,1,55.6175201809072,"warner_bros",10251.9853833279
"376",1040,9,0,55.4671177845169,"warner_bros",10708.1753597192
"377",1008,3,0,26.767689971201,"warner_bros",10159.6293370907
"378",994,8,0,60.8482650748393,"warner_bros",10187.7478415369
"379",1004,8,0,45.7591693082215,"warner_bros",10221.4195021557
"380",1019,2,0,12.127490626637,"warner_bros",10328.1047296726
"381",977,5,1,48.0432182620124,"warner_bros",9868.13829889672
"382",1040,10,0,59.19721831718,"warner_bros",10638.8522878782
"383",1043,9,1,93.3431401758429,"warner_bros",10604.6784664263
"384",1037,4,0,24.9217481319612,"warner_bros",10495.1786538983
"385",970,9,0,57.6783629167614,"warner_bros",9887.11144692387
"386",1035,4,0,31.1550624243879,"warner_bros",10562.109840643
"387",1055,7,0,24.3340653092298,"warner_bros",10733.6678773772
"388",1003,0,0,40.8125166457169,"warner_bros",10177.7269018022
"389",968,8,0,77.9963509141882,"warner_bros",9908.97401547751
"390",984,9,0,26.9369281913006,"warner_bros",10058.2855431837
"391",1042,2,0,56.0230603810829,"warner_bros",10456.9948471562
"392",968,6,0,36.6568313451023,"warner_bros",9851.59302485232
"393",1042,10,1,45.657252213114,"warner_bros",10607.5527973577
"394",1035,1,0,38.7497698633733,"warner_bros",10424.729933111
"395",970,6,0,51.3880861446449,"warner_bros",9877.39412650887
"396",1015,10,0,52.802157466543,"warner_bros",10312.7722329317
"397",968,9,0,62.5533921109285,"warner_bros",9834.63782241581
"398",968,10,0,36.5906655493717,"warner_bros",10027.3116986661
"399",1057,10,0,92.9464855340866,"warner_bros",10787.6398844177
"400",1038,10,0,57.3399467514992,"warner_bros",10649.375961949
"401",991,9,0,42.9839495660617,"warner_bros",10145.3104654475
"402",1001,6,0,60.8385996114872,"warner_bros",10288.5453324
"403",977,2,0,49.2523831661904,"warner_bros",9854.21201116678
"404",1021,0,1,49.447615238429,"warner_bros",10285.0985029106
"405",1005,2,0,79.2104472571332,"warner_bros",10120.43713972
"406",1055,9,0,53.2825988633087,"warner_bros",10827.7642032226
"407",983,0,0,48.2472898262032,"warner_bros",9918.04023312179
"408",974,6,0,25.3597881590612,"warner_bros",9885.24954712442
"409",1023,5,0,98.3274116061178,"warner_bros",10375.5898997373
"410",973,9,0,70.5657785646684,"warner_bros",9929.1689567176
"411",969,6,0,72.0700214964426,"warner_bros",9793.62011829006
"412",1009,3,0,34.8453191464888,"warner_bros",10185.7556780938
"413",956,9,0,51.9089819627297,"warner_bros",9777.84603780197
"414",1014,10,0,43.510242314998,"warner_bros",10374.0834675105
"415",1052,6,0,70.1230617602182,"warner_bros",10674.1841361271
"416",998,10,0,47.6181755177059,"warner_bros",10216.0511081152
"417",1021,4,0,37.5442515436954,"warner_bros",10311.5355701721
"418",986,9,0,18.005257687211,"warner_bros",10096.2624662099
"419",972,6,0,34.1058043878485,"warner_bros",9867.63496222845
"420",934,4,0,52.573688486037,"warner_bros",9471.25715670332
"421",1007,3,0,37.6155355154095,"warner_bros",10183.016668227
"422",993,9,0,26.7330721256385,"warner_bros",10144.1283655418
"423",979,1,0,6.72187779187971,"warner_bros",9802.60896015257
"424",1014,10,0,70.0025228111633,"warner_bros",10396.0353463263
"425",1000,5,0,53.653626163744,"warner_bros",10159.4682545342
"426",1002,10,0,87.7965248238122,"warner_bros",10249.6651232291
"427",997,9,0,31.752982729744,"warner_bros",10192.7317998923
"428",948,0,0,44.04267476669,"warner_bros",9554.5910700885
"429",969,9,0,43.7689728262561,"warner_bros",9981.98868674288
"430",1030,7,0,52.5026050385117,"warner_bros",10457.7718171776
"431",1045,0,0,32.3522511466352,"warner_bros",10516.7520648276
